time_hours,rem_score,rem_detected,eog_std,eog_range,theta_delta_ratio,alpha_power,beta_power
0.31666666666666665,0.5928377316956254,0,7.826871410864773e-05,0.0006081103785103785,0.054184500135086994,4.552180999818106e-12,5.129626725870959e-12
0.32083333333333336,-0.9906576166794342,0,4.594002630739636e-05,0.0003582627594627594,0.06850880385094107,4.322130860990501e-12,7.844990634925208e-12
0.325,-0.29739577504386716,0,5.464639136140635e-05,0.0004854041514041514,0.06464188121182593,4.602443781061492e-12,9.105837507274151e-12
0.32916666666666666,0.15628154990254,0,7.037346212238918e-05,0.000536654945054945,0.05758317357185638,4.5564365189561495e-12,7.357194520397041e-12
0.3333333333333333,1.3225297416023645,0,8.743940943184229e-05,0.0006312717948717949,0.06521381875149226,5.990025750270369e-12,8.419587383936124e-12
0.3375,0.7374629242612308,0,7.639343044380663e-05,0.0006312717948717949,0.057108760870684075,6.0001601233517164e-12,7.209854226297772e-12
0.3416666666666667,-0.22890214174160783,0,6.970723040339865e-05,0.0005440468864468865,0.04538293717012579,4.564502551891944e-12,5.539494596610846e-12
0.3458333333333333,0.1469688730197095,0,8.156791906690476e-05,0.0005440468864468865,0.04636714404290497,4.4953015451181134e-12,6.1084811336631806e-12
0.35,-0.12929842014601922,0,8.155512131748788e-05,0.000473084249084249,0.04761477251174976,4.35936691856889e-12,7.069824146840927e-12
0.3541666666666667,-0.3091854512289397,0,7.722487474461679e-05,0.0004661851037851038,0.0468923585361298,4.151116800324742e-12,6.94040418634891e-12
0.35833333333333334,-1.0531640201492467,0,5.987910013832847e-05,0.00044203809523809525,0.04280653781325841,4.259143706297574e-12,6.800562382315442e-12
0.3625,-0.15887541634552543,0,6.772780880996607e-05,0.0004854041514041514,0.05728418246796792,5.032545657638028e-12,8.63330575409192e-12
0.36666666666666664,-0.006582111160843174,0,6.790563983545825e-05,0.0004854041514041514,0.06178480472297393,4.567874464626338e-12,7.183731150621783e-12
0.37083333333333335,-1.2382024165042025,0,5.752446520544048e-05,0.0004282398046398046,0.04111723042234507,3.6490124097966984e-12,4.4917672222881445e-12
0.375,-0.9068728716785043,0,5.510632716733696e-05,0.0004282398046398046,0.053395016205039454,4.448457665883753e-12,6.990420262830085e-12
0.37916666666666665,-0.36787902816650575,0,6.169171908596623e-05,0.00040704957264957266,0.0669369636703486,5.147655467032757e-12,9.316887910952343e-12
0.38333333333333336,-0.6642453444721815,0,5.27513056225382e-05,0.00040704957264957266,0.06579621685495056,4.888802199153989e-12,8.123397513683312e-12
0.3875,-0.9051392103574609,0,4.428065952589348e-05,0.00045435799755799754,0.05947814125798993,5.627013834008262e-12,7.282630285882608e-12
0.39166666666666666,-0.7429219041321068,0,4.6676769269145216e-05,0.00045435799755799754,0.062316149263844094,5.258908969162786e-12,7.661743036192776e-12
0.3958333333333333,-1.3614189175216604,0,4.641573819446348e-05,0.00038438095238095234,0.05318137730394394,4.765211757343172e-12,8.693297418916176e-12
0.4,-0.9217334567663489,0,5.19412158485955e-05,0.0004528796092796093,0.05238246692268146,5.028383199794529e-12,8.352246447646256e-12
0.4041666666666667,0.25085087903047254,0,7.789821029678421e-05,0.0005425684981684982,0.05299905024849438,6.088115050081437e-12,7.678282288311385e-12
0.4083333333333333,0.4248658895612079,0,8.034862964011805e-05,0.0005425684981684982,0.056149781155992416,5.15292895332523e-12,5.708509779603343e-12
0.4125,-0.2811806390071702,0,7.335880180044898e-05,0.00046174993894993897,0.05178103891020249,4.651140459168524e-12,5.079572977709931e-12
0.4166666666666667,0.2992942818140369,0,7.479003401925694e-05,0.00048294017094017093,0.0653751226796701,4.660585539164448e-12,5.6232021595920875e-12
0.42083333333333334,-0.4868717886427615,0,5.283788948013364e-05,0.00044844444444444445,0.06549436097961432,4.206421433943531e-12,5.436019768086707e-12
0.425,-0.7110117307382601,0,6.373390988909359e-05,0.0004553435897435897,0.04803912974408699,4.516556335957845e-12,6.017043747502184e-12
0.42916666666666664,-0.8918370418200691,0,6.727757804637314e-05,0.0004371101343101343,0.04185616113611902,4.829303288710979e-12,6.159418277754934e-12
0.43333333333333335,-0.42977058725643885,0,6.52138818566114e-05,0.0004336605616605617,0.05828955310637593,5.344521059391041e-12,6.4011986412537184e-12
0.4375,0.003508241418769986,0,6.610701717694285e-05,0.0004336605616605617,0.07075075867493459,5.3649784206032325e-12,7.228693674319688e-12
0.44166666666666665,-0.4164961676636286,0,6.289059462942982e-05,0.0004031072039072039,0.06492541971648937,5.1683100653654965e-12,8.896808690779084e-12
0.44583333333333336,-0.2597948521854116,0,6.671507871517233e-05,0.0005263062271062271,0.049511733805899905,4.992195840291142e-12,8.778784912405868e-12
0.45,-0.6220016698354829,0,4.771639479293911e-05,0.0005016664224664224,0.0586356003841048,5.563367420821344e-12,8.749330539840956e-12
0.45416666666666666,-0.8216441333740561,0,4.344214363115271e-05,0.0004691418803418804,0.060757213252738695,5.656818665353683e-12,9.197936109265758e-12
0.4583333333333333,-0.047052089314767453,0,6.34133590292641e-05,0.0005642515262515263,0.05376581073529405,4.805689805787745e-12,8.472072020259327e-12
0.4625,0.3030131254205871,0,7.69880065635643e-05,0.000573121855921856,0.05123070717606799,4.531385142165874e-12,7.782968143810993e-12
0.4666666666666667,0.5655728212242299,0,7.67947702588294e-05,0.0005662227106227106,0.06037472413958182,5.487279693231559e-12,9.96019331270968e-12
0.4708333333333333,-0.2754541187761156,0,5.5070992168661803e-05,0.000536162148962149,0.05800809460113314,5.936473655394036e-12,1.029726739545619e-11
0.475,-1.6573558147858523,0,2.9342843136475718e-05,0.0002666026862026862,0.07533895388557127,5.698815983516816e-12,8.507640664069794e-12
0.4791666666666667,0.5179680357519394,0,2.300292124167201e-05,0.00016360830280830283,0.16155457995275535,5.044835932044974e-12,7.942926294046501e-12
0.48333333333333334,1.475626110358803,1,2.245846571656889e-05,0.0001503028083028083,0.19314556718455353,5.1974566333134245e-12,5.799795382882809e-12
0.4875,-1.800359516814074,0,2.311673651617091e-05,0.0001567091575091575,0.09148405211936102,4.583502724941765e-12,5.700832263089303e-12
0.49166666666666664,-0.7319517750931399,0,5.6592072579177026e-05,0.0005056087912087911,0.04686745815611708,4.100274217689392e-12,6.299019389350065e-12
0.49583333333333335,-0.12582742196902857,0,6.901312247580982e-05,0.0005110295482295482,0.05365787521201985,4.80534516445082e-12,6.177542301106268e-12
0.5,-0.7510732555232643,0,6.0258240025129924e-05,0.00042626862026862026,0.053863200027392255,4.659632740845585e-12,5.645806804404823e-12
0.5041666666666667,0.11396245479184192,0,6.857130302500387e-05,0.0005405973137973137,0.057347941024775945,5.0870968814259e-12,6.171948153942221e-12
0.5083333333333333,-0.029960318568580946,0,6.560181101440323e-05,0.0005405973137973137,0.05557772865695625,4.960493130395166e-12,5.971833530035237e-12
0.5125,-1.1246377762506725,0,4.368878560503622e-05,0.0003843809523809524,0.06284089860935176,4.61150193675453e-12,5.476638874576784e-12
0.5166666666666667,-0.6685734691783104,0,4.9599260472251065e-05,0.0004109919413919414,0.06791949204062747,4.320406210968536e-12,5.81235634771131e-12
0.5208333333333334,-1.083736026165761,0,4.857261847330081e-05,0.0004109919413919414,0.05613074756296045,3.7729585617990364e-12,5.736362912318091e-12
0.525,-1.054639575243995,0,5.056579708596812e-05,0.00044154529914529914,0.0510834822677991,4.363751814641531e-12,6.519596561866278e-12
0.5291666666666667,-0.5183666370447213,0,6.308917307922245e-05,0.0004716058608058608,0.05228324819326911,4.677230920244169e-12,6.415424580239889e-12
0.5333333333333333,-0.6051088797362688,0,6.392941288915925e-05,0.00047899780219780216,0.04787627685592386,3.8841280556700376e-12,5.49805922434081e-12
0.5375,-0.8199535915141726,0,6.753810032755375e-05,0.0004627355311355311,0.04032604575582591,3.599789628109629e-12,5.98091947786129e-12
0.5416666666666666,-0.39937998796473856,0,6.225906387623606e-05,0.0004395741147741148,0.06103089798034639,4.119621423028759e-12,7.012149564742818e-12
0.5458333333333333,0.7238139651506943,0,7.913907603305102e-05,0.0006090959706959707,0.05728473297675164,5.796517923021223e-12,1.0326813616438987e-11
0.55,1.111443295863018,0,8.686552025019786e-05,0.0006090959706959707,0.0622929665608802,6.891630061662501e-12,1.2226614775381165e-11
0.5541666666666667,-0.20814018503581636,0,6.965857587724822e-05,0.00047998339438339434,0.05480592336148143,6.247708121336359e-12,1.1840719937399923e-11
0.5583333333333333,-0.4703975237773315,0,6.499379499260253e-05,0.0005134935286935287,0.046344580170589386,6.662134503143342e-12,1.153379083368965e-11
0.5625,-1.1946731096943295,0,5.070281992014351e-05,0.0004331677655677656,0.04782233584942193,9.1124552299855e-12,8.597411614922548e-12
0.5666666666666667,-1.4056560702115035,0,3.9597836510754444e-05,0.000344957264957265,0.06325272356040249,1.045859136800633e-11,8.93661262392561e-12
0.5708333333333333,0.41647097725503324,0,7.571351713664275e-05,0.00047406984126984126,0.06935153629708353,8.772869417173518e-12,1.2052243783498927e-11
0.575,1.3800419960625512,0,0.00010276482185368207,0.0005479892551892552,0.06475759585165464,8.711028695765818e-12,1.3709161544034728e-11
0.5791666666666667,1.0953505955607135,0,9.968016217338599e-05,0.0006071247863247862,0.05071159720042133,5.568396783220961e-12,1.0750554630809917e-11
0.5833333333333334,1.3840413833182812,0,0.00010094005002333447,0.0006086031746031746,0.05822337099481651,7.873514407669012e-12,1.3603160502033099e-11
0.5875,1.7434571905950045,1,0.00012000281025450633,0.000594804884004884,0.054204226595418806,9.471708645842454e-12,1.6128956199007224e-11
0.5916666666666667,0.7128782430967073,0,9.795857754434194e-05,0.000594804884004884,0.04222041180229271,5.836189151503564e-12,9.634071019748612e-12
0.5958333333333333,-0.9566118471922671,0,5.9473612565106723e-05,0.00044844444444444445,0.04524473020179301,4.5791401798557755e-12,6.464324690698722e-12
0.6,0.23181899573071985,0,6.707189034299612e-05,0.0006031824175824176,0.05373884802653567,5.608125123973889e-12,7.650485270735912e-12
0.6041666666666666,0.6616587753469698,0,7.723413021759773e-05,0.0006445772893772894,0.05222873553217701,4.5067207043886855e-12,6.3103900192110235e-12
0.6083333333333333,0.245267399334826,0,7.48838536845495e-05,0.0005489748473748474,0.05462554899387599,4.509080660004737e-12,5.3463846222188806e-12
0.6125,-0.9254398292773276,0,5.058475075280679e-05,0.0004661851037851038,0.051655166950607914,3.5659479050699073e-12,4.605888763230811e-12
0.6166666666666667,-1.0754605651442142,0,4.751991095698202e-05,0.0004218334554334554,0.05583704407447876,4.814335756890959e-12,5.188069591205861e-12
0.6208333333333333,-0.7954876087712884,0,5.670864233570142e-05,0.0004218334554334554,0.056256266536696825,5.112793930205878e-12,5.447600206080572e-12
0.625,-0.7541035474873456,0,4.601300756853955e-05,0.0004011360195360196,0.0698273738330622,3.4854665793594278e-12,4.588576939199766e-12
0.6291666666666667,-1.3715677118069383,0,4.099263005135414e-05,0.0003833953601953602,0.0578122393579892,3.418186504595794e-12,4.806563752295902e-12
0.6333333333333333,-1.1562852033714708,0,4.567969235856987e-05,0.0003774818070818071,0.06105000524926078,3.8789000254207695e-12,4.95214666014458e-12
0.6375,-0.937897776712014,0,5.3871083738180906e-05,0.0004075423687423688,0.05636614713362552,4.90377868774073e-12,5.9823995430313836e-12
0.6416666666666667,0.3191818683618942,0,8.266438099381486e-05,0.0005519316239316239,0.04958654685372749,5.914745992763075e-12,7.099872919107757e-12
0.6458333333333334,0.30457757755578563,0,8.10879673664425e-05,0.0005647443223443223,0.04878812719620346,4.806142869303163e-12,6.182412231416137e-12
0.65,-0.7884710453886732,0,6.462916397133515e-05,0.0004499228327228327,0.0456162983102076,3.9478371709199674e-12,6.156530016712641e-12
0.6541666666666667,-0.7589371148032091,0,6.122990079287762e-05,0.00041049914529914526,0.0549140063979699,5.040252196464024e-12,8.381450241085536e-12
0.6583333333333333,-0.8789980274775187,0,4.734261885555556e-05,0.00037846739926739926,0.06792300929022231,5.327067648559359e-12,8.911532222882338e-12
0.6625,-1.1015889252565714,0,4.674382365089078e-05,0.000393251282051282,0.0596272600782219,4.72942133129278e-12,7.567061142263184e-12
0.6666666666666666,-1.4015621282176416,0,4.7517679256386685e-05,0.00043366056166056164,0.04425002718765084,4.098572031771236e-12,5.767273348907922e-12
0.6708333333333333,0.05023756463392143,0,7.323840622822415e-05,0.0005110295482295482,0.05529816519908562,4.8024344491234554e-12,6.962262198319782e-12
0.675,0.1999040712467402,0,7.375923123015882e-05,0.0005110295482295482,0.05941442938210498,5.272364262128438e-12,7.953114473262605e-12
0.6791666666666667,-1.5967800142806023,0,5.175325609204429e-05,0.00035136361416361416,0.04575836699789714,4.3842522866979835e-12,7.151850192097444e-12
0.6833333333333333,-0.6817451917653294,0,6.367183089604687e-05,0.0005026520146520147,0.042531632654723345,4.51120362123815e-12,6.374620051193859e-12
0.6875,-0.3457493568858754,0,7.418821506749371e-05,0.0005213782661782661,0.04093150924853382,4.7669504186793876e-12,5.6864404471719806e-12
0.6916666666666667,0.6775487766102807,0,9.047120111587486e-05,0.0006278222222222223,0.04326924547463537,4.426921558152933e-12,5.939642506292344e-12
0.6958333333333333,0.7805201631264382,0,7.943407607892137e-05,0.0006278222222222223,0.056201575757870326,4.565317413267216e-12,6.561218512909931e-12
0.7,-0.47390906302105623,0,5.446666167732933e-05,0.00046766349206349206,0.061823757216061107,4.549261271863947e-12,6.059282238372378e-12
0.7041666666666667,1.0605669884640654,0,8.707064630305012e-05,0.0006642891330891331,0.05302099526878418,5.6695179726318315e-12,9.49658272297757e-12
0.7083333333333334,2.5705900320979027,1,0.00011817165897748567,0.000711597557997558,0.06518456697582142,6.835080553936759e-12,1.2715409392430726e-11
0.7125,2.8170442282800083,1,0.0001207764003409811,0.000711597557997558,0.07041423477744473,6.73043676466174e-12,1.1462914662301173e-11
0.7166666666666667,2.821215284638008,1,0.00012376664193847827,0.0007677763125763126,0.06022290224628837,7.021549100062982e-12,1.3790757571837075e-11
0.7208333333333333,2.3968298452770207,1,0.0001111905303719252,0.0007589059829059829,0.059599701799525784,7.646663294329202e-12,1.483101453374693e-11
0.725,1.2240015041206158,0,9.353652043306358e-05,0.0005746002442002442,0.064531747326989,7.036392099736453e-12,1.2038135035759697e-11
0.7291666666666666,2.233859320988649,1,0.00011727115702905844,0.0006820297924297925,0.05971910344663721,9.109446357912858e-12,1.675880795608949e-11
0.7333333333333333,1.8232963987124522,1,0.00011529085694239877,0.0006682315018315018,0.05079981789016921,9.30949505377289e-12,2.152019611397804e-11
0.7375,0.7237842933120986,0,8.133678971591454e-05,0.0006135311355311354,0.05473048055683842,7.456936716001628e-12,2.008928690985213e-11
0.7416666666666667,1.6528330828055098,1,0.00011076138976580842,0.0006440844932844933,0.05289660007168412,8.678072053366447e-12,2.0089559040905512e-11
0.7458333333333333,2.4752387212487967,1,0.00012724688289783275,0.0006820297924297924,0.05826030345012509,7.794439237969644e-12,1.47520164845219e-11
0.75,4.337592428690977,1,0.00013019702359134803,0.0008165631257631258,0.09424574337048455,1.0988182883847517e-11,2.954289366701563e-11
0.7541666666666667,4.520711754051732,1,0.00013565835484350626,0.0008165631257631258,0.09500624068795546,1.3215684638285958e-11,2.8753033079276263e-11
0.7583333333333333,4.076133800066675,1,0.00013145429299778164,0.0008136063492063493,0.08553765872982882,1.3743865669156333e-11,2.3398976399213004e-11
0.7625,4.648468467197894,1,0.00014151206685804397,0.0008397245421245421,0.09056397479442202,1.5520657806599603e-11,3.0622638111060117e-11
0.7666666666666667,3.819962672813606,1,0.00012421814890608627,0.0008209982905982905,0.0831067855400804,1.2341237024201847e-11,2.4646096676950288e-11
0.7708333333333334,2.713639350843982,1,9.887674304592052e-05,0.0007446148962148961,0.08215509405917971,1.2875055183700256e-11,2.227591167949988e-11
0.775,2.355293570800331,1,9.806130689479836e-05,0.0006568971916971918,0.08389068198857416,1.5504588923142298e-11,2.3736183747186238e-11
0.7791666666666667,2.895230218564471,1,0.00010676150393080483,0.0007214534798534798,0.08388242736803228,1.4626106114084876e-11,2.789635347295858e-11
0.7833333333333333,3.396530201888464,1,0.00011385299948751565,0.0007451076923076924,0.08970147179760277,1.3494778242518734e-11,2.7581546953526125e-11
0.7875,3.865030013765508,1,0.0001292725140486218,0.0007796034188034188,0.08565584927647726,1.3028520751860901e-11,2.3342724093653252e-11
0.7916666666666666,3.7069025703841243,1,0.0001260239154437034,0.0007796034188034188,0.08369853934932225,1.1268781063834962e-11,2.0131446525612126e-11
0.7958333333333333,2.668953852088431,1,0.00011482670577150638,0.0007101191697191696,0.07135984089946235,9.693546405258587e-12,2.068207258205021e-11
0.8,3.6813936108294225,1,0.00013596981978785373,0.0007505284493284493,0.07807157329977558,8.308395367989068e-12,1.3471875849234701e-11
0.8041666666666667,3.5539835783662874,1,0.00013387234420346344,0.0007505284493284493,0.07603353283978054,7.1209701823202275e-12,9.537484816386268e-12
0.8083333333333333,2.956361768477485,1,0.00012957619088367552,0.0007061768009768009,0.06761586841439991,7.211781877889268e-12,1.0178897030799623e-11
0.8125,3.2122418324232327,1,0.00013575425566630036,0.0007820673992673993,0.05960741141850377,7.074123216962467e-12,1.0675127357341878e-11
